"STATION","NAME","DATE","HLY-CLDH-NORMAL","HLY-CLOD-PCTBKN","HLY-CLOD-PCTCLR","HLY-CLOD-PCTOVC","HLY-DEWP-NORMAL","HLY-HTDH-NORMAL","HLY-PRES-NORMAL","HLY-TEMP-NORMAL","HLY-WIND-AVGSPD","HLY-WIND-VCTDIR"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T08:00:00","-777.7","205","194","390","31.8","20.9","1.0","44.2","12.6","339"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T09:00:00","0.1","219","172","374","31.6","19.4","1.0","45.7","13.2","338"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T10:00:00","0.1","235","141","376","31.5","17.8","1.0","47.4","13.5","336"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T11:00:00","0.2","242","148","374","31.5","16.3","1.0","48.9","13.7","331"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T12:00:00","0.4","223","151","383","31.6","15.2","1.0","50.2","13.9","324"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T13:00:00","0.5","226","141","392","31.6","14.2","1.0","51.3","14.1","319"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T14:00:00","0.5","246","125","382","31.7","13.5","1.0","52.0","14.7","299"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T15:00:00","0.5","269","119","365","31.6","13.2","1.0","52.3","14.6","286"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T16:00:00","0.5","264","115","372","31.8","13.4","1.0","52.1","14.9","278"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T17:00:00","0.4","229","131","398","32.1","14.1","1.0","51.2","14.5","283"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T18:00:00","0.3","290","143","363","32.2","15.2","1.0","50.0","14.3","288"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T19:00:00","0.2","232","142","392","32.4","16.3","1.0","48.9","13.4","301"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T20:00:00","0.1","207","198","382","32.5","17.1","1.0","48.0","12.7","308"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T21:00:00","0.1","183","236","381","32.6","17.8","1.0","47.3","12.4","310"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T22:00:00","0.1","169","247","399","32.6","18.4","1.0","46.7","11.7","317"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-29T23:00:00","0.1","136","254","396","32.7","19.0","1.0","46.0","11.6","317"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T00:00:00","0.1","178","254","390","32.4","19.8","1.0","45.2","11.7","319"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T01:00:00","-777.7","137","264","412","32.5","20.2","1.0","44.8","11.3","324"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T02:00:00","-777.7","135","281","402","32.5","20.9","1.0","44.2","11.2","330"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T03:00:00","-777.7","147","283","393","32.4","21.3","1.0","43.7","10.9","335"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T04:00:00","-777.7","139","298","394","32.4","21.8","1.0","43.2","10.9","334"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T05:00:00","-777.7","161","272","395","32.3","22.2","1.0","42.8","10.9","341"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T06:00:00","-777.7","190","163","394","32.2","22.4","1.0","42.6","11.1","339"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T07:00:00","-777.7","195","183","396","32.3","21.8","1.0","43.2","11.7","340"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T08:00:00","-777.7","207","193","398","32.3","20.4","1.0","44.6","12.6","342"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T09:00:00","0.1","213","170","380","32.1","18.9","1.0","46.2","13.2","341"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T10:00:00","0.1","235","136","383","32.0","17.3","1.0","47.8","13.4","339"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T11:00:00","0.2","246","141","380","32.1","15.9","1.0","49.3","13.6","334"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T12:00:00","0.4","220","147","393","32.1","14.8","1.0","50.6","13.7","326"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T13:00:00","0.5","223","132","410","32.1","13.8","1.0","51.7","13.9","320"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T14:00:00","0.6","234","121","397","32.3","13.1","1.0","52.5","14.6","295"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T15:00:00","0.6","271","114","377","32.2","12.8","1.0","52.7","14.5","283"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T16:00:00","0.5","270","108","381","32.4","13.0","1.0","52.5","14.8","273"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T17:00:00","0.4","227","122","404","32.7","13.8","1.0","51.6","14.5","281"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T18:00:00","0.3","274","138","376","32.8","14.8","1.0","50.5","14.2","283"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T19:00:00","0.2","220","137","405","33.0","15.9","1.0","49.3","13.4","304"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T20:00:00","0.2","207","193","396","33.1","16.7","1.0","48.5","12.8","312"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T21:00:00","0.1","185","236","396","33.2","17.4","1.0","47.7","12.3","315"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T22:00:00","0.1","174","243","412","33.2","18.0","1.0","47.1","11.6","322"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-30T23:00:00","0.1","138","245","408","33.3","18.6","1.0","46.4","11.6","321"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T00:00:00","0.1","180","243","403","33.0","19.3","1.0","45.7","11.6","321"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T01:00:00","-777.7","134","269","426","33.1","19.8","1.0","45.3","11.3","328"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T02:00:00","-777.7","124","276","416","33.1","20.4","1.0","44.6","11.0","333"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T03:00:00","-777.7","143","281","404","33.0","20.9","1.0","44.1","10.9","338"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T04:00:00","-777.7","143","298","407","32.9","21.3","1.0","43.7","10.9","336"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T05:00:00","-777.7","168","255","400","32.9","21.8","1.0","43.2","10.8","343"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T06:00:00","-777.7","201","161","405","32.8","21.9","1.0","43.1","11.1","343"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T07:00:00","-777.7","205","179","411","32.8","21.3","1.0","43.7","11.6","343"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T08:00:00","0.1","218","187","411","32.9","19.9","1.0","45.2","12.4","345"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T09:00:00","0.1","221","161","391","32.7","18.4","1.0","46.7","13.2","342"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T10:00:00","0.2","239","136","400","32.6","16.9","1.0","48.3","13.4","341"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T11:00:00","0.4","251","146","392","32.7","15.5","1.0","49.9","13.5","335"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T12:00:00","0.5","225","147","402","32.6","14.4","1.0","51.1","13.7","326"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T13:00:00","0.6","244","128","403","32.6","13.4","1.0","52.2","13.8","318"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T14:00:00","0.7","248","112","394","32.8","12.8","1.0","53.0","14.5","295"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T15:00:00","0.7","271","110","381","32.7","12.4","1.0","53.3","14.5","283"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T16:00:00","0.7","270","103","384","32.9","12.6","1.0","53.0","14.8","269"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T17:00:00","0.5","240","113","404","33.2","13.4","1.0","52.1","14.6","276"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T18:00:00","0.4","272","136","388","33.4","14.4","1.0","51.0","14.2","278"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T19:00:00","0.3","224","140","407","33.5","15.5","1.0","49.8","13.3","297"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T20:00:00","0.2","218","191","400","33.7","16.3","1.0","49.0","12.8","311"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T21:00:00","0.2","203","229","399","33.8","17.0","1.0","48.2","12.3","313"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T22:00:00","0.1","181","232","417","33.7","17.6","1.0","47.5","11.6","322"
"USW00014732","LA GUARDIA AIRPORT, NY US","03-31T23:00:00","0.1","138","238","414","33.8","18.2","1.0","46.9","11.6","321"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T00:00:00","0.1","174","247","412","33.5","19.0","1.0","46.1","11.7","323"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T01:00:00","0.1","127","270","434","33.7","19.4","1.0","45.7","11.4","328"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T02:00:00","0.1","117","276","424","33.6","20.0","1.0","45.0","11.2","333"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T03:00:00","-777.7","147","275","408","33.5","20.5","1.0","44.5","11.0","336"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T04:00:00","-777.7","143","286","414","33.5","20.9","1.0","44.1","10.9","335"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T05:00:00","-777.7","172","237","405","33.4","21.4","1.0","43.6","10.9","342"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T06:00:00","-777.7","215","145","412","33.3","21.5","1.0","43.5","11.1","343"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T07:00:00","-777.7","212","166","418","33.3","20.9","1.0","44.1","11.6","343"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T08:00:00","0.1","218","173","420","33.3","19.5","1.0","45.6","12.5","342"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T09:00:00","0.2","237","145","396","33.1","18.1","1.0","47.1","13.1","340"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T10:00:00","0.3","253","128","404","33.0","16.6","1.0","48.7","13.5","338"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T11:00:00","0.4","265","141","397","33.1","15.2","1.0","50.2","13.5","333"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T12:00:00","0.6","239","132","406","33.1","14.1","1.0","51.5","13.7","325"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T13:00:00","0.7","251","116","401","33.1","13.2","1.0","52.6","13.9","314"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T14:00:00","0.8","251","110","392","33.3","12.5","1.0","53.3","14.6","290"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T15:00:00","0.8","272","106","380","33.3","12.2","1.0","53.6","14.6","277"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T16:00:00","0.7","267","97","380","33.3","12.4","1.0","53.3","14.8","268"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T17:00:00","0.6","242","116","400","33.6","13.2","1.0","52.4","14.7","277"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T18:00:00","0.5","268","132","393","33.8","14.2","1.0","51.3","14.3","277"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T19:00:00","0.3","217","137","411","33.9","15.2","1.0","50.1","13.5","294"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T20:00:00","0.3","225","192","401","34.1","16.1","1.0","49.2","12.9","308"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T21:00:00","0.2","207","223","399","34.2","16.7","1.0","48.5","12.4","309"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T22:00:00","0.2","194","223","411","34.2","17.4","1.0","47.8","11.7","319"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-01T23:00:00","0.1","156","232","412","34.3","18.0","1.0","47.1","11.7","320"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T00:00:00","0.1","187","241","414","34.0","18.8","1.0","46.3","11.8","324"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T01:00:00","0.1","141","259","438","34.2","19.2","1.0","45.9","11.4","327"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T02:00:00","0.1","128","269","437","34.1","19.8","1.0","45.3","11.1","332"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T03:00:00","-777.7","152","261","424","34.0","20.2","1.0","44.8","11.1","336"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T04:00:00","-777.7","152","282","423","33.9","20.6","1.0","44.4","11.0","334"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T05:00:00","-777.7","181","219","412","33.9","21.1","1.0","43.9","10.9","341"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T06:00:00","-777.7","228","132","421","33.8","21.2","1.0","43.9","11.2","342"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T07:00:00","0.1","219","157","426","33.7","20.6","1.0","44.4","11.7","343"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T08:00:00","0.1","213","164","434","33.8","19.3","1.0","45.8","12.5","341"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T09:00:00","0.2","242","135","399","33.6","17.8","1.0","47.4","13.1","341"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T10:00:00","0.3","251","121","413","33.4","16.3","1.0","49.0","13.4","337"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T11:00:00","0.5","271","132","399","33.5","15.0","1.0","50.5","13.6","332"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T12:00:00","0.6","239","121","415","33.5","13.9","1.0","51.8","13.8","324"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T13:00:00","0.8","244","109","415","33.5","12.9","1.0","52.9","13.9","316"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T14:00:00","0.9","251","108","399","33.7","12.3","1.0","53.6","14.7","295"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T15:00:00","0.9","274","99","383","33.6","12.0","1.0","53.8","14.7","283"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T16:00:00","0.8","265","94","382","33.7","12.2","1.0","53.6","15.0","274"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T17:00:00","0.6","244","116","400","33.9","12.9","1.0","52.7","14.7","285"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T18:00:00","0.5","262","126","395","34.1","13.9","1.0","51.6","14.3","289"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T19:00:00","0.4","219","132","413","34.2","15.0","1.0","50.4","13.6","306"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T20:00:00","0.3","230","190","406","34.3","15.9","1.0","49.5","13.0","318"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T21:00:00","0.2","208","219","402","34.5","16.6","1.0","48.7","12.4","316"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T22:00:00","0.2","192","230","412","34.5","17.2","1.0","48.0","11.8","323"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-02T23:00:00","0.1","156","234","413","34.5","17.9","1.0","47.3","11.9","324"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T00:00:00","0.1","181","241","413","34.2","18.7","1.0","46.5","12.1","328"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T01:00:00","0.1","136","267","437","34.2","19.0","1.0","46.1","11.6","328"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T02:00:00","0.1","130","276","430","34.2","19.6","1.0","45.4","11.3","332"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T03:00:00","-777.7","150","266","423","34.1","20.1","1.0","44.9","11.2","337"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T04:00:00","-777.7","143","289","423","33.9","20.6","1.0","44.4","11.0","335"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T05:00:00","-777.7","179","215","401","33.8","21.0","1.0","44.0","11.0","341"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T06:00:00","-777.7","223","141","415","33.8","21.1","1.0","44.0","11.3","342"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T07:00:00","0.1","217","169","418","33.8","20.5","1.0","44.6","11.8","343"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T08:00:00","0.1","210","163","433","33.9","19.1","1.0","46.0","12.5","342"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T09:00:00","0.2","244","136","398","33.7","17.6","1.0","47.6","13.1","342"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T10:00:00","0.3","262","123","404","33.5","16.1","1.0","49.2","13.6","338"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T11:00:00","0.5","278","135","392","33.5","14.7","1.0","50.8","13.7","333"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T12:00:00","0.7","235","119","418","33.5","13.6","1.0","52.0","13.9","325"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T13:00:00","0.8","236","111","415","33.4","12.6","1.0","53.2","13.9","316"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T14:00:00","0.9","242","108","399","33.6","12.1","1.0","53.9","14.7","295"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T15:00:00","0.9","267","99","386","33.6","11.8","1.0","54.1","14.7","283"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T16:00:00","0.9","261","90","387","33.7","12.0","1.0","53.9","15.0","275"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T17:00:00","0.7","242","113","402","34.0","12.7","1.0","53.0","14.7","283"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T18:00:00","0.5","271","119","395","34.2","13.7","1.0","51.9","14.3","288"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T19:00:00","0.4","226","125","415","34.3","14.7","1.0","50.7","13.6","304"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T20:00:00","0.3","230","179","408","34.4","15.6","1.0","49.7","12.9","316"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T21:00:00","0.2","210","212","400","34.6","16.3","1.0","48.9","12.5","316"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T22:00:00","0.2","195","217","416","34.6","17.0","1.0","48.2","11.9","321"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-03T23:00:00","0.1","158","225","413","34.6","17.6","1.0","47.5","11.9","324"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T00:00:00","0.1","183","242","412","34.3","18.5","1.0","46.7","12.1","329"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T01:00:00","0.1","140","258","432","34.3","18.8","1.0","46.3","11.6","329"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T02:00:00","0.1","135","267","431","34.2","19.4","1.0","45.7","11.3","333"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T03:00:00","-777.7","157","256","430","34.1","19.9","1.0","45.1","11.3","337"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T04:00:00","-777.7","141","278","437","34.0","20.4","1.0","44.7","11.1","336"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T05:00:00","-777.7","193","202","409","34.0","20.8","1.0","44.2","11.1","342"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T06:00:00","-777.7","239","132","421","33.9","20.9","1.0","44.2","11.4","345"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T07:00:00","0.1","219","155","430","33.8","20.3","1.0","44.8","11.9","346"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T08:00:00","0.1","203","143","440","34.0","18.9","1.0","46.2","12.7","346"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T09:00:00","0.2","242","130","403","33.8","17.5","1.0","47.7","13.3","346"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T10:00:00","0.3","266","114","409","33.6","16.1","1.0","49.3","13.7","340"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T11:00:00","0.5","275","125","403","33.6","14.6","1.0","50.8","13.7","335"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T12:00:00","0.7","237","114","423","33.5","13.6","1.0","52.0","13.9","327"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T13:00:00","0.8","242","106","419","33.6","12.6","1.0","53.2","13.9","318"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T14:00:00","0.9","262","105","397","33.7","12.0","1.0","53.9","14.7","300"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T15:00:00","0.9","274","101","388","33.7","11.7","1.0","54.1","14.8","286"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T16:00:00","0.8","272","92","387","33.8","12.0","1.0","53.9","15.0","276"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T17:00:00","0.6","247","118","404","34.0","12.6","1.0","53.0","14.7","288"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T18:00:00","0.5","274","117","392","34.1","13.6","1.0","51.9","14.3","289"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T19:00:00","0.3","228","123","417","34.3","14.7","1.0","50.7","13.6","304"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T20:00:00","0.3","221","176","413","34.5","15.6","1.0","49.7","12.9","317"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T21:00:00","0.2","219","210","394","34.7","16.3","1.0","48.9","12.4","319"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T22:00:00","0.2","207","220","411","34.7","17.0","1.0","48.2","11.8","321"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-04T23:00:00","0.1","167","230","415","34.7","17.6","1.0","47.5","11.8","324"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T00:00:00","0.1","179","246","412","34.4","18.4","1.0","46.7","12.0","330"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T01:00:00","0.1","133","267","437","34.3","18.7","1.0","46.4","11.4","330"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T02:00:00","0.1","128","274","434","34.2","19.4","1.0","45.7","11.2","333"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T03:00:00","-777.7","150","265","424","34.2","19.9","1.0","45.2","11.2","337"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T04:00:00","-777.7","135","287","435","34.1","20.3","1.0","44.7","11.0","336"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T05:00:00","-777.7","189","209","407","34.1","20.8","1.0","44.2","11.0","341"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T06:00:00","-777.7","237","143","416","34.0","20.8","1.0","44.2","11.3","346"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T07:00:00","0.1","217","166","429","33.9","20.2","1.0","44.9","11.9","347"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T08:00:00","0.1","203","150","433","34.0","18.8","1.0","46.3","12.8","347"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T09:00:00","0.2","242","132","396","33.9","17.4","1.0","47.8","13.3","345"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T10:00:00","0.3","257","114","409","33.7","15.9","1.0","49.4","13.6","340"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T11:00:00","0.4","271","121","403","33.7","14.5","1.0","50.9","13.6","336"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T12:00:00","0.6","239","107","425","33.7","13.5","1.0","52.1","13.8","327"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T13:00:00","0.8","235","100","425","33.7","12.5","1.0","53.3","13.9","320"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T14:00:00","0.9","249","101","404","33.9","11.9","1.0","54.0","14.6","303"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T15:00:00","0.8","271","92","392","33.8","11.6","1.0","54.2","14.8","293"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T16:00:00","0.8","272","90","391","33.8","11.9","1.0","53.9","15.0","282"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T17:00:00","0.6","253","116","402","34.0","12.5","1.0","53.1","14.7","291"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T18:00:00","0.5","263","117","396","34.1","13.4","1.0","52.0","14.3","292"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T19:00:00","0.3","227","125","414","34.4","14.6","1.0","50.8","13.6","307"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T20:00:00","0.2","219","172","411","34.5","15.5","1.0","49.8","13.0","320"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T21:00:00","0.2","213","217","396","34.7","16.2","1.0","49.0","12.4","322"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T22:00:00","0.1","198","229","407","34.7","16.9","1.0","48.2","11.9","323"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-05T23:00:00","0.1","163","234","415","34.6","17.6","1.0","47.6","11.7","326"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T00:00:00","0.1","174","257","416","34.4","18.5","1.0","46.6","11.9","333"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T01:00:00","0.1","136","272","435","34.3","18.7","1.0","46.4","11.2","331"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T02:00:00","0.1","126","277","432","34.3","19.3","1.0","45.7","11.1","333"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T03:00:00","-777.7","151","267","422","34.2","19.8","1.0","45.2","11.2","337"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T04:00:00","-777.7","137","283","433","34.1","20.3","1.0","44.7","10.9","337"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T05:00:00","-777.7","196","205","396","34.1","20.8","1.0","44.2","10.9","342"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T06:00:00","-777.7","244","139","409","34.1","20.7","1.0","44.3","11.3","347"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T07:00:00","-777.7","217","159","426","34.0","20.1","1.0","44.9","11.9","348"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T08:00:00","0.1","199","145","434","34.1","18.7","1.0","46.4","12.7","348"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T09:00:00","0.1","242","132","394","33.9","17.3","1.0","47.8","13.2","347"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T10:00:00","0.3","264","114","403","33.7","15.8","1.0","49.4","13.5","343"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T11:00:00","0.4","277","121","400","33.7","14.5","1.0","50.9","13.5","338"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T12:00:00","0.6","244","110","423","33.7","13.4","1.0","52.1","13.7","328"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T13:00:00","0.7","242","100","416","33.7","12.4","1.0","53.3","13.8","322"
"USW00014732","LA GUARDIA AIRPORT, NY US","04-06T14:00:00","0.8","258","99","392","33.8","11.8","1.0","54.0","14.4","307"
